Property_ID,City,State,Locality,Property_Type,BHK,Area_sqft,Property_Price_INR,Monthly_Rent_INR,Rental_Yield_pct,Price_per_sqft,Demand_Score,Supply_Score,Interest_Rate_pct,Inflation_pct,GDP_Growth_pct,Latitude,Longitude,Listing_Status,Year
P0365,Delhi,Delhi,Saket,Apartment,2,3077,51958222,129895,3,16886,85,51,6.46,7.19,7.15,28.655424,77.267955,Sold,2022
P0366,Mumbai,Maharashtra,Andheri,Apartment,5,1481,31451997,78629,3,21237,79,49,7.4,4.5,7.39,19.124545,72.865516,Rented,2024
P0367,Delhi,Delhi,Rohini,Villa,4,1486,31677062,79192,3,21317,90,89,6.14,6.71,7.91,28.678418,77.155469,Available,2024
P0368,Pune,Maharashtra,Wakad,Villa,2,3069,31395870,78489,3,10230,62,44,7.87,6.49,7.63,18.484006,73.910836,Rented,2022
P0369,Hyderabad,Telangana,Gachibowli,Plot,0,4760,34886040,87215,3,7329,54,83,6.36,5.61,7.42,17.464618,78.460468,Rented,2023
P0370,Pune,Maharashtra,Hinjewadi,Villa,4,2060,50999420,127498,3,24757,77,68,6.78,6.22,6.84,18.463208,73.871057,Available,2024
P0371,Pune,Maharashtra,Kharadi,Plot,0,4640,87751680,219379,3,18912,99,92,7.18,4.97,7.06,18.515893,73.858138,Rented,2023
P0372,Pune,Maharashtra,Hinjewadi,Commercial,4,885,15680430,39201,3,17718,56,75,7.84,5.17,7.61,18.574844,73.87998,Sold,2022
P0373,Mumbai,Maharashtra,Powai,Plot,0,2651,56134925,140337,3,21175,90,81,8.38,6.17,5.97,19.100383,72.917157,Available,2023
P0374,Bengaluru,Karnataka,Electronic City,Plot,0,4440,67496880,168742,3,15202,87,58,6.85,7.31,7.15,12.956004,77.543786,Available,2023
P0375,Mumbai,Maharashtra,Powai,Commercial,4,2405,49886915,124717,3,20743,67,76,7.3,4.07,7.15,19.122679,72.849716,Sold,2022
P0376,Bengaluru,Karnataka,HSR Layout,Plot,0,3697,90428620,226071,3,24460,86,63,6.04,6.8,5.7,13.021265,77.615133,Available,2024
P0377,Bengaluru,Karnataka,HSR Layout,Plot,0,1856,31295872,78239,3,16862,51,39,6.48,4.21,7.92,12.915102,77.551078,Available,2025
P0378,Bengaluru,Karnataka,Whitefield,Apartment,2,2856,64399944,160999,3,22549,55,49,7.09,4.68,7.74,13.028977,77.576321,Available,2023
P0379,Delhi,Delhi,Dwarka,Commercial,1,944,5978352,14945,3,6333,60,45,6.1,5.15,7.58,28.560855,77.203138,Available,2023
P0380,Pune,Maharashtra,Wakad,Commercial,2,2077,17573497,43933,3,8461,77,71,6.98,4.89,6.2,18.596338,73.935883,Rented,2023
P0381,Pune,Maharashtra,Hinjewadi,Villa,3,3164,20347684,50869,3,6431,78,34,7.96,5.92,8.15,18.442608,73.846939,Available,2024
P0382,Hyderabad,Telangana,Kondapur,Villa,1,2897,62068225,155170,3,21425,59,93,6.44,5.34,7.57,17.305736,78.53503,Rented,2022
P0383,Bengaluru,Karnataka,HSR Layout,Villa,5,2158,38617410,96543,3,17895,71,91,8.39,7.25,7.35,12.942215,77.574856,Sold,2023
P0384,Delhi,Delhi,Dwarka,Commercial,3,3231,73812195,184530,3,22845,66,73,6.4,7.0,6.97,28.577918,77.276663,Available,2025
P0385,Mumbai,Maharashtra,Andheri,Plot,0,4317,31112619,77781,3,7207,86,83,8.27,6.05,6.78,19.145337,72.811663,Available,2022
P0386,Hyderabad,Telangana,Madhapur,Apartment,5,2383,45219808,113049,3,18976,96,62,6.2,5.57,6.61,17.31071,78.540192,Sold,2023
P0387,Mumbai,Maharashtra,Powai,Commercial,3,2117,23795080,59487,3,11240,82,94,8.49,5.49,7.22,19.125358,72.919065,Sold,2024
P0388,Hyderabad,Telangana,Kondapur,Plot,0,1685,10140330,25350,3,6018,97,48,8.03,5.03,7.31,17.443394,78.524612,Available,2024
P0389,Hyderabad,Telangana,Gachibowli,Commercial,5,736,14039200,35098,3,19075,80,33,6.22,6.98,8.18,17.310506,78.481029,Sold,2022
P0390,Bengaluru,Karnataka,HSR Layout,Villa,2,3242,27346270,68365,3,8435,91,53,8.1,4.91,5.99,13.036623,77.5503,Available,2024
P0391,Bengaluru,Karnataka,Whitefield,Villa,2,3110,44762230,111905,3,14393,99,38,7.58,5.87,8.06,12.962567,77.530334,Sold,2024
P0392,Mumbai,Maharashtra,Powai,Plot,0,2150,42316300,105790,3,19682,80,55,8.31,4.56,7.55,19.084659,72.862523,Available,2023
P0393,Hyderabad,Telangana,Madhapur,Plot,0,2297,52727635,131819,3,22955,73,42,7.39,6.67,7.27,17.33094,78.548472,Sold,2025
P0394,Mumbai,Maharashtra,Andheri,Plot,0,3585,49329600,123324,3,13760,71,79,7.44,4.62,7.81,19.046854,72.871028,Sold,2025
P0395,Bengaluru,Karnataka,Electronic City,Commercial,4,3196,35095276,87738,3,10981,84,52,6.9,6.12,6.4,13.046679,77.553675,Rented,2022
P0396,Hyderabad,Telangana,Gachibowli,Villa,5,890,10005380,25013,3,11242,82,94,7.66,6.64,6.21,17.322658,78.452571,Available,2023
P0397,Delhi,Delhi,Saket,Apartment,3,801,14800077,37000,3,18477,55,65,6.78,5.99,5.53,28.600419,77.273405,Rented,2023
P0398,Mumbai,Maharashtra,Powai,Villa,2,1518,11887458,29718,3,7831,63,45,6.67,7.08,7.05,19.047758,72.952325,Sold,2022
P0399,Mumbai,Maharashtra,Powai,Plot,0,1652,22070720,55176,3,13360,82,48,7.07,7.05,5.57,19.00036,72.806412,Sold,2025
P0400,Pune,Maharashtra,Kharadi,Commercial,5,1146,18637398,46593,3,16263,73,62,7.36,4.57,5.96,18.458064,73.904196,Available,2023
P0401,Bengaluru,Karnataka,Electronic City,Apartment,5,2633,47454559,118636,3,18023,79,31,7.82,4.83,5.92,13.039716,77.515519,Sold,2023
P0402,Mumbai,Maharashtra,Bandra,Plot,0,2958,45831252,114578,3,15494,80,35,6.56,6.35,8.0,19.06842,72.878195,Available,2023
P0403,Pune,Maharashtra,Hinjewadi,Commercial,1,1958,14510738,36276,3,7411,71,40,7.06,5.08,7.04,18.59026,73.815801,Available,2023
P0404,Bengaluru,Karnataka,HSR Layout,Commercial,1,3492,74473884,186184,3,21327,77,51,7.47,5.74,8.47,13.009187,77.633353,Rented,2022
P0405,Bengaluru,Karnataka,Electronic City,Apartment,3,795,6246315,15615,3,7857,83,54,7.28,4.59,7.51,12.960928,77.620397,Available,2023
P0406,Hyderabad,Telangana,Gachibowli,Villa,4,1013,11143000,27857,3,11000,76,41,7.34,5.01,6.59,17.344707,78.512529,Sold,2023
P0407,Mumbai,Maharashtra,Bandra,Plot,0,4019,74805647,187014,3,18613,54,49,6.21,4.2,6.08,19.038102,72.898252,Sold,2025
P0408,Bengaluru,Karnataka,Whitefield,Apartment,4,2904,55687104,139217,3,19176,68,38,8.33,6.85,6.92,12.914208,77.591988,Available,2022
P0409,Pune,Maharashtra,Wakad,Apartment,1,1062,15985224,39963,3,15052,65,36,6.55,7.32,6.3,18.467688,73.909481,Sold,2024
P0410,Pune,Maharashtra,Kharadi,Plot,0,1935,8933895,22334,3,4617,58,41,7.36,5.51,6.21,18.58556,73.882145,Sold,2022
P0411,Mumbai,Maharashtra,Bandra,Apartment,2,614,5840982,14602,3,9513,52,75,6.21,5.07,7.27,19.131477,72.917529,Rented,2025
P0412,Delhi,Delhi,Saket,Villa,3,2724,30481560,76203,3,11190,80,73,6.32,5.24,7.18,28.692267,77.228124,Rented,2023
P0413,Delhi,Delhi,Dwarka,Plot,0,2960,71300480,178251,3,24088,61,35,7.33,4.97,7.81,28.646489,77.253965,Rented,2025
P0414,Pune,Maharashtra,Wakad,Plot,0,3428,48043420,120108,3,14015,68,81,8.08,4.11,6.27,18.491709,73.885764,Rented,2025
P0415,Bengaluru,Karnataka,Electronic City,Commercial,4,2072,15175328,37938,3,7324,98,76,7.83,4.73,6.2,13.017103,77.619335,Rented,2024
P0416,Bengaluru,Karnataka,Electronic City,Apartment,3,2846,18481924,46204,3,6494,71,76,7.02,5.53,7.33,13.033996,77.653533,Sold,2023
P0417,Bengaluru,Karnataka,HSR Layout,Plot,0,1644,17418180,43545,3,10595,81,43,6.92,4.94,6.96,13.00553,77.657861,Sold,2025
P0418,Bengaluru,Karnataka,HSR Layout,Villa,3,1230,12924840,32312,3,10508,95,50,6.88,4.21,7.52,12.93086,77.520472,Available,2022
P0419,Hyderabad,Telangana,Madhapur,Villa,2,2134,45210924,113027,3,21186,57,44,8.26,5.54,6.69,17.400244,78.447544,Available,2025
P0420,Hyderabad,Telangana,Gachibowli,Plot,0,4403,21411789,53529,3,4863,97,77,6.29,5.12,5.88,17.31061,78.521347,Available,2022
P0421,Delhi,Delhi,Saket,Villa,3,1002,11081118,27702,3,11059,95,60,6.58,6.05,7.22,28.58542,77.134823,Sold,2022
P0422,Delhi,Delhi,Rohini,Apartment,2,1471,27851914,69629,3,18934,69,83,8.29,4.05,6.18,28.587009,77.192911,Rented,2025
P0423,Pune,Maharashtra,Kharadi,Villa,4,3195,18348885,45872,3,5743,83,68,6.67,6.72,6.94,18.598321,73.785401,Sold,2025
P0424,Pune,Maharashtra,Wakad,Villa,5,2523,56686764,141716,3,22468,74,50,8.0,4.37,6.28,18.56083,73.847168,Available,2024
P0425,Hyderabad,Telangana,Gachibowli,Apartment,1,982,7346342,18365,3,7481,61,77,6.01,5.44,6.87,17.452059,78.462355,Sold,2023
P0426,Mumbai,Maharashtra,Powai,Plot,0,1666,27793878,69484,3,16683,68,56,6.55,5.36,8.04,19.092315,72.887182,Sold,2024
P0427,Mumbai,Maharashtra,Powai,Commercial,1,2099,46035268,115088,3,21932,91,71,6.34,6.36,5.84,19.021824,72.801326,Sold,2023
P0428,Hyderabad,Telangana,Gachibowli,Villa,2,3322,72808274,182020,3,21917,78,76,7.01,4.81,7.87,17.378161,78.539806,Sold,2022
P0429,Mumbai,Maharashtra,Bandra,Villa,3,3394,59921070,149802,3,17655,93,35,7.24,5.65,6.09,19.023679,72.900938,Rented,2023
P0430,Bengaluru,Karnataka,Electronic City,Villa,5,1303,27618388,69045,3,21196,70,67,7.38,4.47,6.95,12.990254,77.536161,Sold,2024
P0431,Pune,Maharashtra,Wakad,Villa,4,1909,44038721,110096,3,23069,58,76,7.23,5.92,5.99,18.449903,73.926376,Available,2022
P0432,Delhi,Delhi,Saket,Villa,3,887,9141422,22853,3,10306,83,32,6.04,7.12,6.82,28.666731,77.239157,Rented,2023
P0433,Pune,Maharashtra,Hinjewadi,Commercial,3,3071,16439063,41097,3,5353,58,73,6.93,7.18,5.57,18.555524,73.784796,Rented,2024
P0434,Bengaluru,Karnataka,HSR Layout,Apartment,2,2403,58287168,145717,3,24256,100,65,7.38,4.02,5.68,12.93741,77.563864,Rented,2025
P0435,Delhi,Delhi,Saket,Villa,4,3464,77198704,192996,3,22286,79,78,7.97,5.6,6.09,28.686916,77.173986,Rented,2023
P0436,Pune,Maharashtra,Wakad,Commercial,4,786,9307812,23269,3,11842,56,57,7.1,6.77,6.88,18.496071,73.854255,Rented,2024
P0437,Hyderabad,Telangana,Gachibowli,Villa,3,2632,46862760,117156,3,17805,60,49,7.06,4.65,8.41,17.338539,78.558254,Rented,2023
P0438,Bengaluru,Karnataka,Electronic City,Apartment,3,1730,27545060,68862,3,15922,90,45,7.21,5.32,7.24,12.92644,77.58458,Available,2024
P0439,Bengaluru,Karnataka,Whitefield,Villa,2,1796,13708868,34272,3,7633,100,85,8.04,5.53,7.52,13.044048,77.544855,Available,2023
P0440,Hyderabad,Telangana,Gachibowli,Villa,3,1505,28175105,70437,3,18721,74,65,6.37,4.64,7.23,17.335393,78.482707,Rented,2023
P0441,Hyderabad,Telangana,Kondapur,Plot,0,4627,35849996,89624,3,7748,51,55,7.11,7.11,7.44,17.321306,78.476355,Sold,2023
P0442,Delhi,Delhi,Dwarka,Commercial,3,1027,20772102,51930,3,20226,54,50,7.73,4.54,7.15,28.651191,77.145177,Rented,2022
P0443,Pune,Maharashtra,Hinjewadi,Villa,1,1647,21047013,52617,3,12779,55,63,7.22,4.88,6.4,18.514241,73.836147,Rented,2025
P0444,Mumbai,Maharashtra,Andheri,Apartment,1,1948,15667764,39169,3,8043,78,92,7.95,7.49,6.13,19.001867,72.918807,Sold,2025
P0445,Pune,Maharashtra,Kharadi,Plot,0,1497,37086678,92716,3,24774,82,86,7.69,6.05,7.09,18.561618,73.820622,Sold,2025
P0446,Pune,Maharashtra,Wakad,Apartment,5,1483,29092011,72730,3,19617,86,61,8.49,5.78,5.86,18.549999,73.920571,Sold,2022
P0447,Mumbai,Maharashtra,Bandra,Plot,0,3788,36633748,91584,3,9671,62,90,8.04,7.06,6.8,19.097688,72.947052,Available,2025
P0448,Mumbai,Maharashtra,Powai,Commercial,1,2164,41053244,102633,3,18971,96,71,7.3,4.81,5.7,19.003766,72.810339,Available,2024
P0449,Bengaluru,Karnataka,Electronic City,Villa,1,975,6563700,16409,3,6732,69,33,7.95,7.21,7.61,12.990187,77.616469,Rented,2025
P0450,Mumbai,Maharashtra,Andheri,Plot,0,2429,49699769,124249,3,20461,78,79,6.27,7.24,6.64,19.027979,72.874536,Rented,2025
P0451,Hyderabad,Telangana,Kondapur,Commercial,1,3001,17651882,44129,3,5882,91,87,6.66,7.24,5.96,17.367361,78.504228,Sold,2023
P0452,Delhi,Delhi,Saket,Villa,4,1208,16234312,40585,3,13439,65,45,7.4,5.46,5.6,28.604995,77.2755,Sold,2025
P0453,Mumbai,Maharashtra,Andheri,Apartment,4,1835,38689140,96722,3,21084,95,32,8.03,5.27,7.9,19.010195,72.802035,Rented,2023
P0454,Mumbai,Maharashtra,Andheri,Villa,5,2720,18520480,46301,3,6809,58,67,8.05,5.46,6.26,19.034557,72.932034,Available,2022
P0455,Delhi,Delhi,Saket,Plot,0,2450,59003350,147508,3,24083,53,44,6.25,4.22,7.58,28.627917,77.244363,Sold,2025
P0456,Bengaluru,Karnataka,Whitefield,Plot,0,1287,17667936,44169,3,13728,79,71,6.75,4.96,7.43,12.905289,77.642789,Sold,2024
P0457,Pune,Maharashtra,Kharadi,Apartment,3,2683,56372513,140931,3,21011,68,69,6.93,5.44,8.18,18.48421,73.933669,Available,2025
P0458,Hyderabad,Telangana,Madhapur,Villa,2,2843,24717042,61792,3,8694,85,31,6.2,7.02,6.03,17.346458,78.505294,Available,2025
P0459,Hyderabad,Telangana,Gachibowli,Apartment,3,3306,26193438,65483,3,7923,61,90,7.61,5.85,6.76,17.448361,78.55999,Sold,2025
P0460,Hyderabad,Telangana,Gachibowli,Commercial,5,3263,45238232,113095,3,13864,75,81,7.29,4.66,8.35,17.459379,78.531087,Rented,2025
P0461,Mumbai,Maharashtra,Andheri,Villa,1,2887,29305937,73264,3,10151,73,64,8.23,5.61,6.5,19.092219,72.955121,Available,2023
P0462,Pune,Maharashtra,Hinjewadi,Villa,5,2771,31719637,79299,3,11447,80,73,8.16,5.84,5.93,18.528544,73.933379,Sold,2024
P0463,Bengaluru,Karnataka,Whitefield,Commercial,2,2217,10854432,27136,3,4896,77,58,6.95,4.04,8.08,12.951626,77.514668,Available,2025
P0464,Bengaluru,Karnataka,Whitefield,Apartment,5,1007,19776473,49441,3,19639,95,83,7.46,5.76,6.24,12.937478,77.669814,Sold,2022
P0465,Mumbai,Maharashtra,Powai,Apartment,5,3448,70328856,175822,3,20397,85,48,8.03,4.54,7.12,19.038536,72.861567,Available,2022
P0466,Delhi,Delhi,Saket,Commercial,5,2376,25777224,64443,3,10849,68,71,6.12,5.75,7.02,28.540003,77.169671,Rented,2024
P0467,Bengaluru,Karnataka,HSR Layout,Plot,0,3041,59697871,149244,3,19631,79,70,8.3,6.41,6.03,12.909737,77.633464,Rented,2023
P0468,Pune,Maharashtra,Hinjewadi,Villa,4,3333,51511515,128778,3,15455,62,72,8.49,5.56,7.88,18.541475,73.80445,Available,2023
P0469,Hyderabad,Telangana,Gachibowli,Apartment,4,726,3690984,9227,3,5084,80,82,7.26,4.3,6.2,17.327123,78.414712,Sold,2023
P0470,Bengaluru,Karnataka,HSR Layout,Plot,0,2902,50625390,126563,3,17445,53,94,6.02,4.13,7.86,12.960587,77.550042,Available,2022
P0471,Mumbai,Maharashtra,Andheri,Plot,0,4717,96943784,242359,3,20552,94,93,8.42,6.93,7.26,19.088865,72.799705,Sold,2024
P0472,Hyderabad,Telangana,Kondapur,Apartment,4,2821,61407528,153518,3,21768,74,43,7.23,5.42,5.81,17.42204,78.534757,Rented,2022
P0473,Mumbai,Maharashtra,Powai,Plot,0,4767,68959422,172398,3,14466,52,83,7.66,4.97,8.26,19.128174,72.940921,Available,2024
P0474,Delhi,Delhi,Rohini,Plot,0,1623,23043354,57608,3,14198,90,36,6.83,5.9,8.29,28.624577,77.275162,Rented,2022
P0475,Hyderabad,Telangana,Madhapur,Villa,5,2557,36971663,92429,3,14459,90,35,7.76,7.31,5.54,17.356261,78.546918,Available,2023
P0476,Mumbai,Maharashtra,Powai,Villa,3,1575,26760825,66902,3,16991,64,71,7.54,4.5,7.92,19.127091,72.813858,Sold,2025
P0477,Bengaluru,Karnataka,Whitefield,Plot,0,1916,43686716,109216,3,22801,99,66,8.34,4.07,6.31,12.970489,77.66442,Available,2022
P0478,Hyderabad,Telangana,Kondapur,Apartment,3,1949,13311670,33279,3,6830,59,78,6.33,5.06,7.6,17.397866,78.426188,Sold,2023
P0479,Hyderabad,Telangana,Gachibowli,Villa,2,1858,22309006,55772,3,12007,50,36,8.17,6.89,5.79,17.42763,78.530405,Rented,2024
P0480,Pune,Maharashtra,Hinjewadi,Commercial,4,3403,31511780,78779,3,9260,93,87,6.69,4.88,7.13,18.462055,73.914227,Available,2023
P0481,Mumbai,Maharashtra,Powai,Apartment,2,1854,8724924,21812,3,4706,69,71,6.25,4.99,7.81,19.070672,72.928153,Available,2025
P0482,Mumbai,Maharashtra,Andheri,Commercial,4,1336,13096808,32742,3,9803,63,39,8.33,4.02,8.23,19.060197,72.817812,Sold,2022
P0483,Hyderabad,Telangana,Kondapur,Plot,0,1678,9259204,23148,3,5518,75,73,6.5,6.06,6.81,17.360488,78.479313,Sold,2023
P0484,Hyderabad,Telangana,Gachibowli,Commercial,4,1755,24687585,61718,3,14067,97,45,6.54,5.14,6.35,17.443243,78.508858,Sold,2024
P0485,Hyderabad,Telangana,Kondapur,Apartment,1,2441,15993432,39983,3,6552,86,86,8.16,4.9,6.28,17.321499,78.487017,Rented,2023
P0486,Delhi,Delhi,Rohini,Villa,1,2570,43764530,109411,3,17029,71,78,7.6,5.95,7.67,28.547385,77.191783,Available,2024
P0487,Hyderabad,Telangana,Kondapur,Villa,3,1929,36870906,92177,3,19114,79,66,8.28,7.17,8.28,17.381484,78.561001,Available,2023
P0488,Bengaluru,Karnataka,Electronic City,Apartment,4,702,9476298,23690,3,13499,84,93,6.94,6.9,6.14,13.012002,77.589552,Sold,2023
P0489,Mumbai,Maharashtra,Andheri,Villa,3,2136,23805720,59514,3,11145,76,77,7.44,7.12,8.34,19.097315,72.856191,Available,2023
P0490,Mumbai,Maharashtra,Bandra,Apartment,5,2431,43886843,109717,3,18053,92,74,7.43,6.21,6.22,19.09629,72.878859,Sold,2024
P0491,Bengaluru,Karnataka,HSR Layout,Commercial,4,2427,13875159,34687,3,5717,81,95,6.52,4.19,5.98,12.946931,77.639796,Available,2023
P0492,Hyderabad,Telangana,Madhapur,Plot,0,4887,108066231,270165,3,22113,76,39,6.11,4.23,7.5,17.415257,78.467556,Rented,2024
P0493,Bengaluru,Karnataka,Whitefield,Villa,5,1929,35734725,89336,3,18525,64,45,6.11,5.7,5.6,13.009478,77.614684,Sold,2024
P0494,Hyderabad,Telangana,Gachibowli,Commercial,2,2515,26269175,65672,3,10445,60,88,8.36,7.15,7.78,17.326469,78.521066,Sold,2022
P0495,Pune,Maharashtra,Kharadi,Commercial,3,2781,34033878,85084,3,12238,90,42,7.39,5.34,7.36,18.491428,73.778221,Rented,2025
P0496,Bengaluru,Karnataka,HSR Layout,Plot,0,2151,50045166,125112,3,23266,95,58,6.75,6.53,6.55,13.013298,77.606284,Rented,2025
P0497,Mumbai,Maharashtra,Andheri,Apartment,5,2833,48789926,121974,3,17222,90,70,7.24,5.52,7.45,19.091689,72.831199,Available,2025
P0498,Pune,Maharashtra,Kharadi,Plot,0,4384,19806912,49517,3,4518,94,63,6.73,6.41,5.91,18.561691,73.904966,Rented,2023
P0499,Bengaluru,Karnataka,Electronic City,Plot,0,3648,38387904,95969,3,10523,96,55,8.47,5.39,5.57,12.939086,77.661067,Available,2023
P0500,Pune,Maharashtra,Kharadi,Commercial,1,2129,50665942,126664,3,23798,59,42,6.76,6.66,6.74,18.543184,73.849501,Sold,2024
P0501,Bengaluru,Karnataka,Electronic City,Apartment,2,1952,23457184,58642,3,12017,70,55,7.99,4.92,6.53,13.008327,77.618143,Sold,2022
P0502,Delhi,Delhi,Rohini,Villa,2,2096,17445008,43612,3,8323,90,77,6.86,5.78,6.78,28.547774,77.276927,Sold,2024
P0503,Bengaluru,Karnataka,Electronic City,Apartment,3,2323,57877545,144693,3,24915,100,63,7.4,5.66,6.49,12.913057,77.656287,Rented,2022
P0504,Pune,Maharashtra,Hinjewadi,Villa,1,1407,30464364,76160,3,21652,65,46,7.34,6.92,6.55,18.520132,73.883144,Available,2023
P0505,Hyderabad,Telangana,Kondapur,Plot,0,1968,11764704,29411,3,5978,95,73,6.1,4.96,5.85,17.328826,78.491219,Available,2022
P0506,Delhi,Delhi,Saket,Villa,4,1118,16146156,40365,3,14442,63,72,7.18,7.26,6.51,28.597577,77.282207,Sold,2022
P0507,Hyderabad,Telangana,Madhapur,Villa,2,2835,59447115,148617,3,20969,57,88,7.94,6.62,7.3,17.320996,78.560042,Available,2023
P0508,Delhi,Delhi,Saket,Commercial,3,3404,24035644,60089,3,7061,76,43,7.88,4.15,8.3,28.595412,77.257512,Sold,2024
P0509,Bengaluru,Karnataka,HSR Layout,Apartment,2,2604,26870676,67176,3,10319,55,56,8.15,6.37,6.78,13.047487,77.66608,Rented,2022
P0510,Delhi,Delhi,Saket,Apartment,5,1117,5603989,14009,3,5017,83,92,7.1,6.08,7.94,28.577933,77.133675,Rented,2024
P0511,Delhi,Delhi,Dwarka,Commercial,2,2489,28100810,70252,3,11290,97,56,6.61,4.1,7.41,28.641851,77.172142,Sold,2025
P0512,Bengaluru,Karnataka,Whitefield,Plot,0,2916,18569088,46422,3,6368,82,43,7.25,6.05,8.04,13.031261,77.579432,Available,2025
P0513,Hyderabad,Telangana,Gachibowli,Villa,5,2254,19850978,49627,3,8807,82,83,6.7,4.3,5.85,17.453387,78.464932,Available,2023
P0514,Delhi,Delhi,Dwarka,Villa,1,977,14912928,37282,3,15264,64,70,6.57,4.16,6.04,28.548713,77.205409,Rented,2023
P0515,Hyderabad,Telangana,Madhapur,Villa,2,2872,68948104,172370,3,24007,79,90,6.42,5.2,7.97,17.433729,78.563168,Available,2023
P0516,Hyderabad,Telangana,Gachibowli,Apartment,3,3254,70097668,175244,3,21542,99,48,8.3,6.27,7.47,17.399205,78.485725,Sold,2022
P0517,Pune,Maharashtra,Kharadi,Plot,0,3773,69068538,172671,3,18306,54,85,6.6,5.82,7.05,18.463985,73.818497,Sold,2022
P0518,Hyderabad,Telangana,Gachibowli,Commercial,1,2218,46010192,115025,3,20744,78,52,7.48,5.28,6.22,17.307457,78.546509,Rented,2024
P0519,Hyderabad,Telangana,Kondapur,Commercial,1,1563,19379637,48449,3,12399,78,62,8.06,7.06,8.21,17.376093,78.425374,Available,2024
P0520,Mumbai,Maharashtra,Bandra,Plot,0,4947,45784485,114461,3,9255,53,84,7.83,4.24,7.93,19.102505,72.873458,Rented,2023
P0521,Mumbai,Maharashtra,Powai,Apartment,4,2274,28829772,72074,3,12678,82,45,7.47,5.54,6.15,19.13894,72.812146,Rented,2023
P0522,Delhi,Delhi,Rohini,Apartment,3,3082,15779840,39449,3,5120,57,62,7.03,6.18,7.41,28.588713,77.134426,Available,2024
P0523,Delhi,Delhi,Dwarka,Villa,3,2794,69187822,172969,3,24763,59,95,6.67,7.19,7.55,28.605366,77.245123,Sold,2024
P0524,Hyderabad,Telangana,Gachibowli,Villa,5,1387,26423737,66059,3,19051,58,57,7.81,4.61,7.96,17.353794,78.543159,Sold,2023
P0525,Bengaluru,Karnataka,Whitefield,Plot,0,4584,58276392,145690,3,12713,61,72,7.7,5.33,6.31,12.913225,77.656254,Sold,2025
P0526,Delhi,Delhi,Saket,Villa,2,1325,20561350,51403,3,15518,93,63,6.01,6.49,6.8,28.544931,77.170582,Available,2022
P0527,Bengaluru,Karnataka,Electronic City,Plot,0,2538,61170876,152927,3,24102,65,67,8.06,6.76,7.53,13.003106,77.523307,Rented,2022
P0528,Delhi,Delhi,Dwarka,Apartment,2,2919,37818564,94546,3,12956,83,40,8.06,6.05,6.79,28.572643,77.286075,Sold,2025
P0529,Mumbai,Maharashtra,Bandra,Commercial,1,2228,36046812,90117,3,16179,100,68,7.77,6.61,8.36,19.132352,72.894557,Rented,2024
P0530,Bengaluru,Karnataka,HSR Layout,Commercial,5,955,11622350,29055,3,12170,99,35,6.21,5.34,7.22,12.996284,77.568953,Sold,2023
P0531,Pune,Maharashtra,Wakad,Commercial,2,2964,24103248,60258,3,8132,85,52,6.08,5.29,7.04,18.462132,73.928844,Sold,2025
P0532,Pune,Maharashtra,Hinjewadi,Commercial,1,675,10070325,25175,3,14919,59,33,7.51,6.74,5.89,18.487497,73.912874,Rented,2022
P0533,Delhi,Delhi,Saket,Villa,4,3257,31228116,78070,3,9588,84,67,6.8,4.47,5.99,28.598299,77.149304,Sold,2023
P0534,Delhi,Delhi,Rohini,Villa,4,2114,15597092,38992,3,7378,83,72,7.52,5.6,7.74,28.549048,77.249204,Rented,2022
P0535,Delhi,Delhi,Rohini,Apartment,2,1944,29261088,73152,3,15052,76,32,7.35,4.35,7.62,28.661191,77.256379,Sold,2024
P0536,Mumbai,Maharashtra,Andheri,Commercial,1,2121,33689964,84224,3,15884,71,49,8.31,5.6,7.46,19.002993,72.846354,Rented,2022
P0537,Bengaluru,Karnataka,Whitefield,Commercial,5,2253,36426504,91066,3,16168,98,76,7.12,4.48,5.71,13.030491,77.615146,Rented,2023
P0538,Hyderabad,Telangana,Gachibowli,Apartment,5,1758,39822216,99555,3,22652,84,53,7.03,5.95,5.77,17.452174,78.423165,Available,2025
P0539,Delhi,Delhi,Saket,Apartment,2,811,9638735,24096,3,11885,50,60,7.89,7.25,6.63,28.674719,77.152869,Rented,2025
P0540,Hyderabad,Telangana,Madhapur,Apartment,2,3386,50292258,125730,3,14853,69,92,8.31,4.12,6.81,17.325213,78.506458,Available,2024
P0541,Mumbai,Maharashtra,Powai,Plot,0,3460,77957260,194893,3,22531,59,31,6.84,6.5,7.97,19.055664,72.956762,Rented,2025
P0542,Mumbai,Maharashtra,Andheri,Plot,0,1512,11185776,27964,3,7398,86,81,6.8,4.91,6.84,19.008507,72.943124,Rented,2025
P0543,Delhi,Delhi,Rohini,Commercial,4,1490,27740820,69352,3,18618,54,82,6.31,5.21,5.88,28.601504,77.286771,Available,2023
P0544,Pune,Maharashtra,Hinjewadi,Villa,3,695,12266750,30666,3,17650,67,66,6.14,5.85,6.4,18.548203,73.866469,Rented,2024
P0545,Delhi,Delhi,Saket,Villa,4,2460,48462000,121155,3,19700,68,81,6.1,5.63,7.35,28.563678,77.266603,Available,2025
P0546,Pune,Maharashtra,Hinjewadi,Commercial,3,3103,75198102,187995,3,24234,57,72,6.02,5.24,6.55,18.536027,73.794672,Sold,2024
P0547,Bengaluru,Karnataka,HSR Layout,Villa,2,694,16527610,41319,3,23815,54,89,7.36,6.57,8.45,13.041458,77.531222,Sold,2023
